SourceKey,Key,Text,Label
521346721226711040,521352500604309506,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/LAVYq2As2v”STRESS!,3.0
521346721226711040,521371742942797825,@LuigiLouco999 @FootballcomEN DEUS E MAIS E SEROO ISSO?,3.0
521346721226711040,521367394108071936,@LobittaT @FootballcomEN https://t.co/mhS5jDdPFb he has its so sad,0.0
521346721226711040,521367512551002112,@LuigiLouco999 @FootballcomEN O QUE TEM O MEU HOMEM??,3.0
521346721226711040,521366121484918785,"@ohlozzie @FootballcomEN Who mentioned it being funny? 'UNCONFIRMED reports'.... to translate: 'it might not be true, but...'",1.0
521346721226711040,521352186949672960,@FootballcomEN rah,3.0
521346721226711040,521350466647891968,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/hXEgDnArgg” 😕,3.0
521346721226711040,521351041154289665,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/afwQo7evNc” 😥,3.0
521346721226711040,521352678283444224,😯“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/PPifXdQmGo”,3.0
521346721226711040,521367905062379521,Yeah it's sad when your family gets it. Idiot. “@AyyBant: @LobittaT @FootballcomEN https://t.co/hepUeNtotN he has its so sad”,1.0
521346721226711040,521353020484096001,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/jLtsMM9csZ” @LewisLowe1,0.0
521346721226711040,521353434881327104,@JoeDavey7 @FootballcomEN fs Joe 😂😂😂,3.0
521346721226711040,521351752734769152,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/60KVmzU3w2” unconfirmed.....,3.0
521360486387175424,521468392620834817,@FutbolLife @blayrobert @Carlosisking7,3.0
521360486387175424,521468848466591744,@Gonzoradlife @FutbolLife @Carlosisking7 woah wtf 😩,3.0
521360486387175424,521368262010224640,“@FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/htvSb4ZIZ7”,0.0
521360486387175424,521373767130710016,“@FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/5izSo4f134”,0.0
521360486387175424,521360786409943041,@FutbolLife @TransferSelect no he hasn't,1.0
521360486387175424,521376439099465728,"“@FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. http://t.co/uxxr2UdAOg”

Fuck off😳",3.0
521360486387175424,521371350934761472,@FutbolLife no he hasn't. The man himself confirmed not true @MichaelEssien,1.0
521360486387175424,521378427681898498,Glad to hear this is just a rumour. Disgusting whoever made this up. Apologies to @MichaelEssien and for any offence caused.,1.0
553476490315431937,553480808947015680,@MailOnline . french news are reporting at least 2 ppl were killed and 20 ppl injuried in a gunfight with the islamists,3.0
553476490315431937,553478083672424448,@MailOnline @SarahHarris bring back the guillotine,3.0
553476490315431937,553476849196879873,@MailOnline is ambulance in convoy? #CharlieHebdo,3.0
553476490315431937,553479876632936448,@MailOnline All the suspects are called 'Lee Harvey Oswald'. That's amazing.,3.0
553489393202499584,553489581035622401,"@TIME 
#StopKillingInnocentPeople
#FreePalestine
#freeBurma
#FreeSyria http://t.co/ggBNiIa9fq",3.0
553489393202499584,553489471413714944,"@TIME 

IN UKRAINE HAVE GIVEN THE NAZI COUP, SUPPORTED BY NATO AND MEDIA COMMUNICATION,AS SEE PHOTO..
http://t.co/tYCudKSLwr",3.0
553489393202499584,553490522523070464,@TIME 1 hostage / war zone in Dammartin http://t.co/paiKlpjKiF,0.0
553489393202499584,553490860369653761,"@TIME NM - Sends electric waves to girls and threaten them, sends drug in my body and clumps my chest though radioactivity???????",3.0
553489393202499584,553503751609143296,"“@TIME: Paris Murder Suspects Cornered with Hostage
http://t.co/p0hSDtEUyG”arrest the criminals and rescue the hostages please",0.0
553489393202499584,553491367159017472,@TIME literally...when these terrorists attacks going to finish.... Praying for the victims..,3.0
553489393202499584,553490069609136128,"@TIME NM - Sends electric waves to girls and threaten them, sends drug in my body and clumps my chest though radioactivity",3.0
553489393202499584,553489533526765568,@TIME http://t.co/8del3cJWYa,3.0
553518472798683136,553518923409547264,@AP that's an easy request to grant,3.0
553518472798683136,553521113733824513,@AP Come to the window and we will grant you your wish!!,3.0
553518472798683136,553522878902468608,"@AP everyone in France will be celebrating, but many of them will undoubtedly be celebrating and acknowledging their martyr status",3.0
553518472798683136,553519647400554497,@AP http://t.co/s1eGeuX6OR,3.0
553518472798683136,553520622920536064,“@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/EHbYtzi6pG”,0.0
553518472798683136,553519836249071617,"@AP
Conceal and carry law coming to France...",3.0
553518472798683136,553518706681053184,@AP easy. Wish granted. Just step outside!!,0.0
553518472798683136,553518879222161408,RT “@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/dVHsry8ALE”,0.0
553518472798683136,553520097395245056,@AP give the fuckers there wish,3.0
553518472798683136,553521356378476544,"@AP capture them, shave them, and march them through the streets of Paris like WWII collaborators. #JeSuisCharlie #Cowards",3.0
553518472798683136,553520342111494145,“@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/LCSQOl65DG”,0.0
553518472798683136,553521412934475777,Capturing them alive wd ruin their plan “@AP French terror suspects want to be martyrs; are holed up north of Paris: http://t.co/qj4T411Nyf”,3.0
553518472798683136,553519787943690242,RT @AP: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/HugPOFmqe8,0.0
553518472798683136,553520926906941440,@AP @lyorcohen would like me to say we love you &amp; all know ddrs caused this f'd up situation. Please be like Joan of Arc &amp; listen to Him.,3.0
553518472798683136,553521650831196160,The 144 virgins to line up“@AP: MORE: Official: French terror suspects want to be martyrs;”,0.0
553518472798683136,553524538903109632,@brotherbell @AP what? will they? though I do think many in France will treat them as martyrs when they do eventually die!,3.0
553518472798683136,553521787225796608,"@AP Not sure how taking a hostage says ""Martyr"".  Release the hostage, the french will then martyr you.",3.0
553518472798683136,553521233162031104,"@AP  
Fuck! If you do, that rat hole becomes a mosque! Fuck this 7th c barbarism!",3.0
553518472798683136,553521154921881600,@AP let's not forget the Clinton(s) frequenting the Royal pedophile palace.,3.0
553518472798683136,553519009149100032,@AP Let them due as martyrs then.,3.0
552834961762709505,552836509074591748,@RT_com so aljazeera report on rocket launcher then edit link,3.0
552834961762709505,552845561896771585,".@GargiRawat @RT_com come on! Surely not as scary as RSS Hindus at large with laathis, right?",3.0
552834961762709505,552844745647460352,@GargiRawat Thank you for the reply mam. Really appreciate. I have tweeted @NoopurTiwari mam also.,3.0
552834961762709505,552841806245679104,"@GargiRawat Mam, Can I get DM from you with @NoopurTiwari Mam's contact number for a telephonic reaction on News 24. Would really appreciate",3.0
552834961762709505,552835533009727488,@RT_com Means RPG.,3.0
552834961762709505,552835146844737537,@RT_com Crazy Jews! #sarcasm,3.0
552834961762709505,552835091714416640,@RT_com now that is better grammar,3.0
552834961762709505,552843614389559296,@RT_com The GIGN got there work cut out today lol,3.0
552834961762709505,552836375670562816,"@RT_com 
#IslamIsPeace http://t.co/lHhiXcsWt9",3.0
552834961762709505,552860931026604032,@GargiRawat the ease with these weapons are brandished is a threatening scenario,3.0
552834961762709505,552838224981553153,@RT_com @cnn @msnbc @FoxNews Their hiding at MSNBC  or CNN office,3.0
552834961762709505,552836259433828352,"@RT_com I hope the French get all ""Foreign Legion"" on their ass and put the crosshairs where they should be....",3.0
552834961762709505,552837270953529345,"@RT_com islam is a barbaric heinous ""religion"" I can't recall 1 good thing it has contributed to anyone. It's a violent cult, nothing more.",3.0
552834961762709505,552849852338831360,@RT_com France is paying a big price for been a puppet of Americans,3.0
552834961762709505,552840744210161664,Scary! @RT_com 3 #CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large http://t.co/w1qvKefN2d,3.0
552834961762709505,552844369649098754,@Bhavdeepnama I don't have it.. why don't you try her here @NoopurTiwari,3.0
553531413459660800,553535680979427328,"@SkyNewsBreak Why state kosher grocery? You, nor any other news agency say Christian grocery if it would of been the case",3.0
553531413459660800,553533391216582656,"@SkyNewsBreak @_DarkMavis U haven't sent Queen Bee Burley to France have u,if so it's only a matter of time be4 she comes out with a classic",3.0
553531413459660800,553532010447527936,@fernandocarnota @LongobardiM @nelsonalcastro @SkyNewsBreak: AFP says gunman who has taken a hostage at kosher supermarket in Paris,3.0
553531413459660800,553535295111847936,"@SkyNewsBreak a 3rd shooting at present

Divert Operatons?",2.0
553531413459660800,553532938508587008,@SkyNewsBreak Presume they wanted a #Jewish #hostage. So much for martyrdom. Why a kosher deli particularly?,2.0
553531413459660800,553531861885259776,@SkyNewsBreak Doesnt sound like he has thought this one through,3.0
553531413459660800,553542100143591426,@SkyNewsBreak which means the phsyco is ruthless and will shoot all. Attack is best defence.,3.0
553531413459660800,553531601838432257,@SkyNewsBreak Does he have a script to take away more freedoms.,3.0
553531413459660800,554247300738854912,@SkyNewsBreak  really sad situation,0.0
553531413459660800,553535185695043584,@SkyNewsBreak Why would someone leave their ID-card? Thereafter allegedly seen at a gas station. Now hostage sit. Reports of,2.0
553531413459660800,553532431517876225,@SkyNewsBreak looks like a deliberate attempt to split the French police action an cause confusion.,3.0
553531413459660800,553538891228385280,"@SkyNewsBreak Hunted Down, excellent police work, hope the other two follow soon",3.0
553534838880608256,553535581586993152,“@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source” source please?,0.0
553534838880608256,553535415073132544,@AFP 5 hostages (including women and childs),3.0
553534838880608256,553539103879200769,Good Lord - this crisis in France is spreading.Prayers for the hostages.    @AFP @imsabbah,3.0
553534838880608256,553535353790152705,@AFP give the source please,2.0
553534838880608256,553535440821575682,#Vincennes #Montrouge RT “@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source”,3.0
553576010898497536,553577770983645186,@WSJ @slone #Gunman had meeting with former president #Sarkozy in 2009 http://t.co/wZPuxpvqqq,0.0
553576010898497536,553579107620237312,“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/nIq5BLGTDQ” smfh,0.0
553576010898497536,553576559085240320,"@WSJ 
#StopKillingInnocentPeople
#FreePalestine
#freeBurma
#FreeSyria 
#FreeKashmir
http://t.co/ggBNiIa9fq",0.0
553576010898497536,553578217387614208,Omg “@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/lU1MwlyKs5”,3.0
553576010898497536,553576829345628160,“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/4blh1gZURk”,0.0
553576010898497536,553577990060539904,@duesouth22 the terrorist had meeting with président #Sarkozy in 2009 http://t.co/wZPuxpvqqq @WSJ,3.0
553576010898497536,553576199268876288,@WSJ Well that guys a nut.,3.0
553576010898497536,553577850461519872,“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/qYsOJ2sA1o” What a mess,3.0
553576010898497536,553577721939251201,@WSJ how would they know if they are harmed or not? Is there some kind of communication between the suspects?,1.0
553576010898497536,553577813056716800,“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/nIq5BLGTDQ” smh,1.0
553576010898497536,553577189837258752,@WSJ seems it would behoove police to kill that particular gunman first then.,3.0
553576010898497536,553577135777255424,"@WSJ Before attack, French began ceding control of neighborhoods to Islamists...",3.0
553544252563935234,553549302187192320,@FoxNews @AFP http://t.co/RkiImlbPkg,0.0
553544252563935234,553544568130768897,@FoxNews @AFP awesome!!!,0.0
553544252563935234,553555098157060097,"@FoxNews @AFP  Radicalism must NOT be tolerated. Deport or Shoot, before they shoot you. NO Trials Or Justice,  for they do NOT know it.",3.0
553544252563935234,553544735131201536,"""@FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/ZF4OK2i5Cx"" @am640Oakley",0.0
553544252563935234,553546195772407808,“@FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/KILM8vgXI6” Peace strikes again...,0.0
553544252563935234,553560398365212672,okiee time for me to leave paris now RT @FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/gyJvnVW6pt,3.0
553544252563935234,553557332261490688,“@FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/T72vMccRyQ” when will the craziness end? 😔,0.0
553544252563935234,553550518531141632,@FoxNews Cowards!!!,1.0
553544252563935234,553545099905601536,RT @FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/x1a5soBjxY,0.0
553544252563935234,554305263046754305,@FoxNews @AFP Keep Rising up against them #paris. #godspeed protection 🙏,3.0
553544252563935234,553545546947104768,"@FoxNews @AFP ""AlQuieda is on the run"" ""ISIS is a JV team"". Oh wait......",0.0
553544252563935234,553550704888279041,@FoxNews @AFP Now if only the citizens had a way to protect themselves. Like...oh I don't know...a weapon? Victor or Victim!,3.0
553544252563935234,553544746430652416,@FoxNews @AFP Oh my god..those terrorists are awful.,3.0
553544252563935234,553545985624784896,Cc @MeatSauce1 @PowerTripKFAN @CoryCove “@FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/bdJ6VAyABe”,0.0
553476880339599360,555631356286234624,@RT_com found similar by @hempembassy here:~ http://t.co/5e0AXpCueV entitled: 'Police raid cannabis crops',1.0
552832817089236992,552852233901965313,@MashableNews brain washed fanatics. The amount of fervor needed to commit such a horrific act is unimaginable.,3.0
552832817089236992,552839226317094912,"Police Officer down in picture, killed by armed terrorists who shouted, ""the prophet is avenged"" after slaughtering him. @MashableNews",3.0
552832817089236992,552839829726060544,Inexpicable evil! “@MashableNews: 2 men wearing hoods &amp; black clothing shoot a wounded man #CharlieHebdo #ParisAttack http://t.co/dlPpRknrbi,3.0
552832817089236992,552837389870448640,Terribile “@MashableNews: video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/2wyBH1qbse”,0.0
552832817089236992,552842578539073537,@AwakeDeborah @MashableNews so sad,3.0
552832817089236992,552839062483369984,That poor man pictured was a Police Officer :( @MashableNews,3.0
552832817089236992,552838782710321152,@MashableNews @mashable the man might have been a wounded police officer as per Tv news coverage,3.0
552832817089236992,552840158329200640,@MashableNews @mashable  I hope They are taken alive,3.0
552832817089236992,552837806574170113,@Raquel75 @MashableNews and terrible too,3.0
553470492565602305,553471272353402880,@TelegraphNews @twillnurse Stay safe my brothers in blue,3.0
553470492565602305,553472346838007810,@telegraphnews Seems france has gota real deal these dayss ! say safe ppl !,3.0
553470492565602305,553471490734039040,@TelegraphNews Now it's too late. The harm has already been done.,3.0
553470492565602305,553474160530587648,@TelegraphNews more to come??? more than 2 boys???,2.0
553470492565602305,553473556345290752,@TelegraphNews @kufr666 got feed in English or Spanish?  I don't speak French. thx,2.0
552806757672964097,552823438457311232,"@USATODAY @AP
 US Citizens!!
2015:Fbruary 5. health insurance deadline
ObamaCare Register and
Go to the hospital to get sick,your health!!",1.0
552806757672964097,552807298192510977,"“@USATODAY: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/m7vX571QiQ (AP) Islam as usual.",0.0
552806757672964097,552808137737383936,"@USATODAY @GovtsTheProblem @AP And Francistan will just roll over and do nothing. French Jews, get out while you can!",0.0
552806757672964097,552810796884189184,"@USATODAY @AP in deaths, there are 4 of more french illustrators! cabu, wolinsky, charb and tignous",1.0
552806757672964097,552812110678196224,"@USATODAY @usmanmanzoor @AP Very sad.

Amazing QTablet
http://t.co/C6ux2iB3Mb",3.0
552806757672964097,552812322075729920,@USATODAY @12News @AP This is not about political correctness. These medieval assholes want to destroy fee speech &amp; western values: War.,1.0
552806757672964097,552808047643729920,"“@USATODAY: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting: http://t.co/12N9CSHS8k (AP) http://t.co/oAxuw70c9e”",0.0
552806757672964097,552819464711184384,@USATODAY @AP :( #justice,1.0
552806757672964097,552807311191048193,@USATODAY the drawer Cabu was killed during the attack,0.0
552806757672964097,552810800164139008,@seb746138 @USATODAY @AP seb746138 SEE that -&gt; https://t.co/3SkVXHFiEi,3.0
552806757672964097,552825292184514561,"@USATODAY @AP
* US Citizens!!
2015:Fbruary 5. health insurance deadline
ObamaCare Register and
Go to the hospital to get sick,your health!!",1.0
552806757672964097,552905510039465985,@USATODAY @AP Why Muslims killed Non-muslims ? Why Muslims are not afraid of Mighty God? Why god of muslims is cruel and say Kill Infidel?,0.0
553544694765215745,553547771127812096,"#AlQaedaYemen
#CharlieHebdo connexion; policewoman; market
@JulienPain: Police: Suspects Thurs Montrouge shooting
http://t.co/C07IHyK817",0.0
553544694765215745,553546903842222080,@JulienPain @FRANCE24 faces of evil.,3.0
553544694765215745,553545342055354368,MT @JulienPain French police publish photos of suspect in Montrouge shooting. Maybe the same people in Kosher market http://t.co/zTAb4EfhXw,0.0
552982613288157184,552990796702814208,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/ZXnsOenpbz”,3.0
552982613288157184,552992417969082369,RT @MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/1AyLT6xi7I,0.0
552982613288157184,552997008483811328,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/2C3Alq3Vxx”,3.0
552982613288157184,552983715224113152,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/eXCvMW6i5g” True and so sad!,3.0
552793679082311680,552798473389867009,@Telegraph Photo shows attackers are at least trained &amp; possibly experienced with combat weapons. More tracking needed of overseas fighters.,3.0
552793679082311680,552796679322492928,"Je disais quoi ? Smh.. RT ""@20Minutes: Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.""",3.0
552793679082311680,552796934134845440,“@20Minutes: Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.” lol business .. Encore et encore,3.0
552793679082311680,552800063756709888,.@AuthorABurrett @Telegraph Won't happen. Dover checks are focused mainly on de-worming treatments for dogs.,3.0
552793679082311680,552801740652036096,@Telegraph lol nd u lot wanted to go paris to get our headgears ripped off @_naboox @cocoa_ktr,3.0
552793679082311680,552796638436397056,"@20Minutes @Telegraph @WilliamMolinie  indeed, this is called ""courtesy"" (thing often unknown by british papers)",3.0
552793679082311680,552794951487352832,"Sickening ""@Telegraph: 11 confirmed dead, Francois Hollande to visit scene of attack: http://t.co/g1eoeo9iiO http://t.co/spETEzMnQF”",0.0
552793679082311680,552798644244860928,".@Telegraph @acooper3 Well, @SkyNewsBreak are noting that whoever fired those bullets knew how to fire the gun properly. PN office dead?",3.0
552793679082311680,552796160101220352,Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least.,3.0
552793679082311680,552802770873761793,"@khadij_s @cocoa_ktr nah not even on that man, habibi marseille 💕",3.0
552793679082311680,552800628012224512,@Telegraph Wild West Politics: Western Europe is suffering from its internal contradictions; welcome to the tribal politics of the future.,3.0
552785375161499649,552788073340489728,@Independent why does one feel that this may have something to so with freedom of speech - http://t.co/Uhe5VimATk,3.0
552785375161499649,552785877748158464,"Nowhere is safe anymore? ""@independent",0.0
552785375161499649,552785851655393281,@Independent How dreadful.,0.0
552811386259386370,552812365692289025,@WSJ I did not think the French knew what a gun was or how to use one. There arms expertise was on par with the Italians-experts at dropping,1.0
552811386259386370,552813020465074176,@WSJ @HeyTammyBruce elPresidente is probably gonna recognize ISIS now.,3.0
552811386259386370,552836538875531265,@WSJ omg!!!😣😪,0.0
552811386259386370,552812482406780928,@WSJ History shows disproportionate share of major religions starting in Middle East. That indicates people with no sense of humor.Stay out,3.0
